,src_199,src_71,other_src_ip,dst_199,dst_71,other_dest_ip,other_srcport,srcport_443,srcport_49543,srcport_null,dstport_443,dstport_49543,dstport_null,other_dstport,SYN_NOT_SET,SYN_Other,ACK_Other,ACK_SET,RST_NOT_SET,RST_Other,OTHER_TTL,TTL_127,FL_2978,FL_64,Time,TCP Protocol
42478,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,-0.889969227970737,TCP
57269,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.841571737241152,UDP
31944,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.925897054530549,UDP
60494,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.830394665692869,UDP
24876,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.947926195204808,TCP
163938,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.472831540817165,TCP
26180,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.943639354817099,TCP
140443,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.550425532003092,TCP
69124,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-0.801048025804924,UDP
83219,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.753806473842915,TCP
119168,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.633379366041517,TCP
217004,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,-0.740202447829867,TCP
154945,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.503580905544396,TCP
352996,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.63599724722653,UDP
104686,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.683085632085821,TCP
393460,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2.30878957149659,UDP
76126,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.777254971568942,TCP
235541,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.407442222199423,UDP
347060,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1.5224738561634,UDP
238940,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.355304056978533,UDP
12406,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.987986901807046,TCP
105649,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.680107567012831,TCP
93582,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.718930747102474,TCP
194803,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.365820110460425,TCP
260109,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.010966480651339,UDP
118291,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.636498355401357,TCP
322679,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1.09469604821319,TCP
354342,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1.66099209119423,TCP
328978,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.20020496045575,UDP
316196,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.972043145814222,UDP
256064,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.061768432133608,UDP
326567,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1.16133885127713,TCP
375721,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1.99548611259623,UDP
212076,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.826283137815118,UDP
18190,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.969253186800726,TCP
84147,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.750780085449872,TCP
158062,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.494249335302855,UDP
32544,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.923669461855952,TCP
22065,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.957228097175433,UDP
332030,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.24910344039648,UDP
124289,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.61276306438981,UDP
285008,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.412320198158435,UDP
88173,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.736935791394332,TCP
84025,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.75126758908333,UDP
51810,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.859136702181091,TCP
92715,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.721593699176798,TCP
140713,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.549731699030992,TCP
234067,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.437750608536223,UDP
50765,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.862709930749423,UDP
159974,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.488104407069228,TCP
265110,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.094085737776083,UDP
290795,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.512692453859245,UDP
98254,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.704154599628623,TCP
156390,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.499123023079665,UDP
100354,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.697059162927548,TCP
181622,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.412450091474238,UDP
310472,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.883022599892766,UDP
210192,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.850046074260927,UDP
29620,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,-0.932756718381694,TCP
71242,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.793624215287123,TCP
116552,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.642550907427815,UDP
127507,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.596721070690217,TCP
132932,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.575869895227093,TCP
139799,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.553542723285907,UDP
176799,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.429071515495203,TCP
52888,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.855683495254191,TCP
179672,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.41899778896151,TCP
240950,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.323274910928615,UDP
82319,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.75678026848297,UDP
60378,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.830725511865507,UDP
164366,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.471378469821174,TCP
358684,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.73564532740544,UDP
92895,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.720854464759812,TCP
343272,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.45032511648866,UDP
385016,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2.16179767372486,UDP
207489,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,-0.897447655078179,TCP
132381,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.577691122493994,TCP
6386,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-1.00806827554376,TCP
154173,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,-0.506222280694417,TCP
357055,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1.70885555304733,TCP
57954,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.839093762340795,TCP
191044,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.379017995825406,TCP
97045,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.708162962837054,TCP
5060,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-1.01264977580397,TCP
119867,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.630664494493091,TCP
25585,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.945481035210162,UDP
2765,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-1.02107219334964,TCP
285067,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.41325025349972,UDP
321947,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1.08179686839402,TCP
219331,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.698351306029784,UDP
66633,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.809500785900397,TCP
88899,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.734288122974722,TCP
137733,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.559877348645693,TCP
17207,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.972219114853796,TCP
298615,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.670701394324012,UDP
53857,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.852206014287451,TCP
337000,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.3293098127404,UDP
398887,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,2.40299981723204,UDP
102106,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.691702241950216,TCP
231388,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,-0.492765022718551,TCP
183317,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.406600722151629,TCP
189083,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.386298859219704,UDP
77044,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,-0.774129913699142,TCP
223874,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.624767026610057,UDP
260892,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0.026560528412029,UDP
173028,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.442519558326314,TCP
188714,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.387613253525126,TCP
96616,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-0.709341602327073,UDP
122743,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.620799569653949,TCP
373249,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1.95904650836312,TCP
164914,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.46962197332718,TCP
137261,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.561371325894007,TCP
80879,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.761550342071202,UDP
184495,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.402190938247321,TCP
161892,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.481788886277835,TCP
166435,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.464697265114781,TCP
191969,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.375785278093721,UDP
164692,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.470545510639249,UDP
204611,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.945332469095955,UDP
381088,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,2.09430707734354,TCP
36517,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.9098546113117,UDP
38342,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.903619329707556,TCP
277830,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0.281687654681248,TCP
15051,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.979250270301219,TCP
114806,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.649252790019998,UDP
92556,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.721988152324201,UDP
41257,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.893732827944113,TCP
53387,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.853826081687158,TCP
212348,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.821982362330463,UDP
146811,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.529799116168119,UDP
146550,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.530757715982179,UDP
247763,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.212766445517486,UDP
99075,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.701412307405562,TCP
109211,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.667714995395513,TCP
75786,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.778501713226292,TCP
111397,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.660668556293375,TCP
120814,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.627348840458618,TCP
32007,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.925738149473447,TCP
89199,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.733509106103553,UDP
30160,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.931279598105491,TCP
108158,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.671546472776589,TCP
178623,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.422914225482027,UDP
343850,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1.45993426487097,UDP
37040,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.908017201351572,TCP
112940,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.655390750705152,TCP
31793,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.926318928352587,TCP
183290,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.406675117588546,TCP
107686,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.673730686842953,TCP
250159,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.17471396619277,UDP
332803,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.26238448682388,UDP
237227,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.380741003134806,UDP
40868,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.895060483067596,TCP
360364,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.76018053793358,UDP
17368,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.971794094396964,TCP
92920,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.720792431102442,TCP
7662,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-1.00400866714011,TCP
57652,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.840213739567868,TCP
63764,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.819200737172476,UDP
351199,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1.59963765742104,UDP
58187,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.838469604853422,TCP
8813,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.999859604404453,TCP
69043,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.801493724147546,UDP
366671,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.84564830841286,UDP
155852,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-0.500814114521867,UDP
263907,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0.072643444490924,UDP
83886,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.751671931654372,TCP
197037,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.358304822773967,TCP
142094,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.545275389883658,UDP
361035,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.76690961644076,UDP
79767,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.765354398777645,UDP
103079,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.688627080717865,TCP
170430,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.451367445848076,TCP
217018,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,-0.739957235075555,UDP
45028,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.881636939035953,UDP
199501,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.350676930513804,UDP
310961,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.891144064296346,UDP
51192,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.861014344114658,UDP
163682,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.473915556503733,TCP
140677,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.549824749517046,TCP
102147,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.691607842906393,TCP
196178,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.361175003225445,TCP
319039,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.02141968948403,UDP
4512,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-1.01481848145599,TCP
284063,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0.394154001213193,UDP
288735,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0.480218283745589,UDP
97954,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.705232996324487,TCP
167583,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.460835669943532,TCP
156679,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.498447395637445,UDP
363250,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1.79733959773639,UDP
172355,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.44470601998896,TCP
70391,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.796618687812968,TCP
173289,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.44143262076458,TCP
352777,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.63275419055195,UDP
217142,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,-0.737356990937485,UDP
217313,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.733463929418295,TCP
139058,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.555502852003005,TCP
81091,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.760916519919819,UDP
292640,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0.551528894766949,UDP
107337,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.674642087135102,UDP
177361,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.427270741354463,TCP
199681,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.350229883613414,UDP
118025,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.637630919167606,TCP
90495,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.729198665954888,TCP
363658,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1.80386729161676,UDP
89981,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.730987977354592,TCP
198706,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,-0.353514745578829,UDP
195669,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.362826312213464,TCP
138375,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,-0.557948461516908,UDP
41808,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.891948461256228,TCP
130215,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.585069306807281,TCP
107352,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.674599382805754,TCP
101479,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.693535156717781,TCP
40250,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.897259531269418,TCP
158709,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.492180422925733,TCP
136448,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,-0.564131823646948,TCP
173347,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,-0.44128068325595,TCP
